date,day_of_week,hour_slot,lag_2wk_avg,lag_4wk_avg,lag_8wk_avg,lag_12wk_avg,lag_8wk_severity,lag_8wk_high_acuity,daily_cumulative_avg,lag_8wk_avg_age,lag_8wk_avg_PainGrade,lag_8wk_avg_NeedFastExecute,lag_8wk_avg_CriticalStatus,lag_8wk_Medical/Internal,lag_8wk_Trauma/Injury,patient_count
2017-03-30,4,5,24.0,24.0,24.0,24.0,2.5,0.5833333333333334,19.0,42.083333333333336,0.0,1.9166666666666667,0.5,16.0,8.0,27
2017-03-31,5,0,13.0,13.0,13.0,13.0,2.1538461538461537,0.6923076923076923,13.0,49.69230769230769,0.0,1.8461538461538463,0.5454545454545454,11.0,2.0,12
2017-03-31,5,1,4.0,4.0,4.0,4.0,3.0,0.5,12.0,69.0,2.5,2.0,1.5,4.0,0.0,11
2017-03-31,5,2,19.0,19.0,19.0,19.0,2.4210526315789473,0.631578947368421,11.5,54.36842105263158,3.8421052631578947,2.0,1.368421052631579,10.0,7.0,18
2017-03-31,5,3,20.0,20.0,20.0,20.0,2.95,0.25,13.666666666666666,40.9,3.7,2.0,1.75,6.0,11.0,24
2017-03-31,5,4,26.0,26.0,26.0,26.0,2.576923076923077,0.46153846153846156,16.25,47.42307692307692,2.8846153846153846,2.0,1.3846153846153846,13.0,12.0,19
2017-03-31,5,5,16.0,16.0,16.0,16.0,2.5,0.5,16.8,41.625,0.0,1.9375,0.3333333333333333,4.0,11.0,23
2017-04-01,6,0,16.0,16.0,16.0,16.0,2.6875,0.4375,16.0,44.5625,0.0,2.0,0.625,12.0,4.0,22
2017-04-01,6,1,7.0,7.0,7.0,7.0,2.0,1.0,22.0,47.714285714285715,0.5714285714285714,2.0,1.0,5.0,2.0,6
2017-04-01,6,2,15.0,15.0,15.0,15.0,2.6,0.4666666666666667,14.0,48.0,3.2142857142857144,1.9333333333333333,1.2857142857142858,10.0,2.0,14
2017-04-01,6,3,32.0,32.0,32.0,32.0,2.75,0.59375,14.0,50.71875,4.125,2.0,1.40625,20.0,11.0,22
2017-04-01,6,4,21.0,21.0,21.0,21.0,2.5238095238095237,0.6190476190476191,16.0,42.095238095238095,4.684210526315789,1.9047619047619047,1.4210526315789473,12.0,8.0,23
2017-04-01,6,5,21.0,21.0,21.0,21.0,2.4761904761904763,0.38095238095238093,17.4,52.714285714285715,3.5555555555555554,1.8571428571428572,1.7222222222222223,13.0,6.0,30
2017-04-02,0,0,14.0,14.0,14.0,14.0,2.857142857142857,0.35714285714285715,14.0,40.642857142857146,3.857142857142857,2.0,1.6428571428571428,10.0,3.0,18
2017-04-02,0,1,8.0,8.0,8.0,8.0,2.5,0.5,18.0,58.0,4.375,2.0,1.5,6.0,2.0,7
2017-04-02,0,2,25.0,25.0,25.0,25.0,2.52,0.52,12.5,53.32,3.88,2.0,1.48,17.0,6.0,13
2017-04-02,0,3,22.0,22.0,22.0,22.0,2.3181818181818183,0.6818181818181818,12.666666666666666,42.40909090909091,4.368421052631579,1.8636363636363635,1.368421052631579,11.0,10.0,23
2017-04-02,0,4,17.0,17.0,17.0,17.0,2.823529411764706,0.35294117647058826,15.25,39.94117647058823,4.1875,1.9411764705882353,1.6875,8.0,7.0,39
2017-04-02,0,5,24.0,24.0,24.0,24.0,2.25,0.8333333333333334,20.0,48.0,3.5416666666666665,2.0,1.1666666666666667,21.0,3.0,20
2017-04-03,1,0,21.0,21.0,21.0,21.0,2.4285714285714284,0.7619047619047619,21.0,48.42857142857143,2.85,1.9523809523809523,1.25,14.0,5.0,15
2017-04-03,1,1,10.0,10.0,10.0,10.0,2.3,0.7,15.0,44.8,3.2222222222222223,1.7,1.25,6.0,4.0,2
2017-04-03,1,2,22.0,22.0,22.0,22.0,2.4545454545454546,0.6818181818181818,8.5,46.0,0.2857142857142857,1.5,1.0,15.0,6.0,25
2017-04-03,1,3,19.0,19.0,19.0,19.0,2.473684210526316,0.6842105263157895,14.0,50.73684210526316,3.0,1.4736842105263157,1.1538461538461537,10.0,9.0,19
2017-04-03,1,4,29.0,29.0,29.0,29.0,2.2413793103448274,0.7931034482758621,15.25,36.48275862068966,4.928571428571429,1.9655172413793103,1.2142857142857142,11.0,18.0,17
2017-04-03,1,5,30.0,30.0,30.0,30.0,2.3333333333333335,0.7666666666666667,15.6,37.0,4.678571428571429,1.9333333333333333,1.25,12.0,17.0,26
2017-04-04,2,0,7.5,7.5,7.5,7.5,2.625,0.625,7.5,45.50892857142857,2.4910714285714284,2.0,0.625,5.0,1.0,15
2017-04-04,2,1,9.5,9.5,9.5,9.5,2.6988636363636367,0.48295454545454547,15.0,41.49431818181819,3.278409090909091,2.0,0.8806818181818181,4.5,4.0,14
2017-04-04,2,2,13.0,13.0,13.0,13.0,2.51875,0.6125,14.5,59.68125,3.1,2.0,1.3875,6.0,4.5,19
2017-04-04,2,3,19.5,19.5,19.5,19.5,2.4087301587301586,0.5912698412698413,16.0,46.82539682539682,2.876984126984127,2.0,1.4087301587301586,10.5,6.5,22
2017-04-04,2,4,21.5,21.5,21.5,21.5,2.64027149321267,0.37895927601809953,17.5,44.3472850678733,2.489583333333333,1.9321266968325792,1.5208333333333335,11.0,10.0,18
2017-04-04,2,5,21.5,21.5,21.5,21.5,2.58008658008658,0.5573593073593074,17.6,43.87987012987013,0.41666666666666663,1.9545454545454546,0.9047619047619048,9.0,10.5,24
2017-04-05,3,0,14.0,14.0,14.0,14.0,2.75,0.4833333333333333,14.0,39.82222222222222,0.3555555555555555,1.8333333333333335,0.7833333333333333,10.0,4.0,11
2017-04-05,3,1,8.0,8.0,8.0,8.0,2.25,0.75,11.0,47.5625,2.75,1.9375,1.1339285714285714,5.0,3.0,5
2017-04-05,3,2,14.5,14.5,14.5,14.5,2.594444444444444,0.4611111111111111,8.0,41.1,3.219444444444444,2.0,1.5388888888888888,10.0,4.0,14
2017-04-05,3,3,19.5,19.5,19.5,19.5,2.5634920634920633,0.5119047619047619,10.0,53.28174603174603,4.082633053221288,1.9722222222222223,1.5028011204481793,14.0,4.0,17
2017-04-05,3,4,26.0,26.0,26.0,26.0,2.4615384615384617,0.6153846153846154,11.75,46.09615384615385,4.041666666666667,1.9230769230769231,1.2916666666666665,13.0,13.0,25
2017-04-05,3,5,23.5,23.5,23.5,23.5,2.63,0.5636363636363637,14.4,45.378181818181815,2.497272727272727,2.0,0.7563636363636363,13.0,8.0,32
2017-04-06,4,0,17.5,17.5,17.5,17.5,2.591666666666667,0.5416666666666667,17.5,48.06666666666666,2.361111111111111,1.9166666666666665,0.8928571428571428,12.0,4.5,13
2017-04-06,4,1,8.5,8.5,8.5,8.5,2.8680555555555554,0.47916666666666663,13.0,53.72222222222222,3.5,1.9444444444444444,1.3125,7.0,1.0,2
2017-04-06,4,2,16.5,16.5,16.5,16.5,2.4111111111111114,0.6277777777777778,7.5,60.21666666666667,2.989583333333333,1.9444444444444444,1.3895833333333334,9.5,4.5,15
2017-04-06,4,3,21.0,21.0,21.0,21.0,2.446428571428571,0.6607142857142857,10.0,40.910714285714285,2.982142857142857,2.0,1.3392857142857142,9.0,10.5,12
2017-04-06,4,4,24.5,24.5,24.5,24.5,2.727586206896552,0.39913793103448275,10.5,41.106034482758616,1.9501879699248121,1.9577586206896551,1.3599624060150375,14.0,8.0,26
2017-04-06,4,5,25.5,25.5,25.5,25.5,2.601851851851852,0.5509259259259259,13.6,43.33796296296296,1.3541666666666667,1.8842592592592593,1.0208333333333335,16.0,8.5,21
2017-04-07,5,0,12.5,12.5,12.5,12.5,2.3685897435897436,0.5544871794871795,12.5,46.92948717948718,1.3333333333333333,1.9230769230769231,1.0643939393939394,9.0,2.0,9
2017-04-07,5,1,7.5,7.5,7.5,7.5,2.8636363636363633,0.5681818181818181,9.0,58.63636363636364,2.4318181818181817,2.0,1.4318181818181817,5.5,1.5,5
2017-04-07,5,2,18.5,18.5,18.5,18.5,2.3771929824561404,0.6213450292397661,7.0,51.90643274853801,2.7960526315789473,1.9444444444444444,1.4029605263157894,8.5,6.5,17
2017-04-07,5,3,22.0,22.0,22.0,22.0,2.7458333333333336,0.3958333333333333,10.333333333333334,45.15833333333333,3.35,1.9583333333333335,1.625,10.0,9.5,18
2017-04-07,5,4,22.5,22.5,22.5,22.5,2.4200404858299596,0.6255060728744939,12.25,47.76417004048583,3.8034188034188032,1.973684210526316,1.3034188034188035,12.5,9.0,23
2017-04-07,5,5,19.5,19.5,19.5,19.5,2.6847826086956523,0.5108695652173914,14.4,40.899456521739125,2.6363636363636362,1.9470108695652173,0.9393939393939393,8.5,10.0,31
2017-04-08,6,0,19.0,19.0,19.0,19.0,2.5710227272727275,0.5823863636363636,19.0,45.64488636363636,2.409090909090909,2.0,0.9488636363636364,11.5,7.0,20
2017-04-08,6,1,6.5,6.5,6.5,6.5,2.333333333333333,0.8333333333333333,20.0,45.19047619047619,3.5357142857142856,2.0,1.1666666666666665,4.0,2.0,5
2017-04-08,6,2,14.5,14.5,14.5,14.5,2.3,0.5904761904761905,12.5,51.10714285714286,2.6571428571428575,1.8238095238095238,1.342857142857143,10.5,2.5,22
2017-04-08,6,3,27.0,27.0,27.0,27.0,2.8068181818181817,0.5241477272727273,15.666666666666666,48.58664772727273,3.0852272727272725,2.0,1.4758522727272727,15.0,10.5,20
2017-04-08,6,4,22.0,22.0,22.0,22.0,2.6749482401656315,0.5269151138716356,16.75,40.46066252587992,3.410287081339713,1.9306418219461698,1.505980861244019,10.5,10.0,21
2017-04-08,6,5,25.5,25.5,25.5,25.5,2.6880952380952383,0.3738095238095238,17.6,47.923809523809524,2.8277777777777775,1.9285714285714286,1.6777777777777778,9.5,12.5,25
2017-04-09,0,0,16.0,16.0,16.0,16.0,2.623015873015873,0.4841269841269842,16.0,43.21031746031746,3.1952380952380954,1.9166666666666665,1.5547619047619046,8.5,5.5,12
2017-04-09,0,1,7.5,7.5,7.5,7.5,2.321428571428571,0.6785714285714286,12.0,53.92857142857143,3.044642857142857,2.0,1.3214285714285714,5.5,2.0,7
2017-04-09,0,2,19.0,19.0,19.0,19.0,2.413846153846154,0.6061538461538462,9.5,49.08307692307692,2.9784615384615387,2.0,1.393846153846154,13.0,4.0,22
2017-04-09,0,3,22.5,22.5,22.5,22.5,2.4851778656126484,0.6235177865612648,13.666666666666666,40.4001976284585,4.0889724310776945,1.8883399209486167,1.4223057644110275,10.0,11.5,20
2017-04-09,0,4,28.0,28.0,28.0,28.0,2.5784313725490198,0.548265460030166,15.25,38.034690799396685,4.440972222222222,1.9321266968325792,1.4826388888888888,10.5,16.0,18
2017-04-09,0,5,22.0,22.0,22.0,22.0,2.225,0.7916666666666667,15.8,47.4,4.104166666666667,1.95,1.2222222222222223,16.0,5.5,21
2017-04-10,1,0,18.0,18.0,18.0,18.0,2.380952380952381,0.7476190476190476,18.0,49.280952380952385,3.7326923076923073,1.9095238095238094,1.2788461538461537,11.0,6.0,19
2017-04-10,1,1,6.0,6.0,6.0,6.0,2.4,0.6,19.0,45.4,3.611111111111111,1.85,1.375,3.5,2.5,8
2017-04-10,1,2,23.5,23.5,23.5,23.5,2.5472727272727274,0.5609090909090909,13.5,48.06,1.9228571428571428,1.75,1.28,14.5,6.5,23
2017-04-10,1,3,19.0,19.0,19.0,19.0,2.473684210526316,0.631578947368421,16.666666666666668,48.973684210526315,3.3157894736842106,1.736842105263158,1.2874493927125505,10.5,8.0,12
2017-04-10,1,4,23.0,23.0,23.0,23.0,2.414807302231237,0.6612576064908722,15.5,38.241379310344826,4.1113445378151265,1.9827586206896552,1.342436974789916,10.5,12.5,20
2017-04-10,1,5,28.0,28.0,28.0,28.0,2.4743589743589745,0.6717948717948719,16.4,39.46153846153846,3.5392857142857146,1.9474358974358974,1.345,12.0,14.0,25
2017-04-11,2,0,11.0,10.0,10.0,10.0,2.5722222222222224,0.5722222222222223,10.0,45.27261904761905,2.353021978021978,1.9555555555555557,0.9551282051282052,6.666666666666667,1.3333333333333333,17
2017-04-11,2,1,11.0,11.0,11.0,11.0,2.7278138528138527,0.4648268398268398,17.0,47.02002164502164,2.9951298701298703,2.0,1.0633116883116882,7.0,3.0,8
2017-04-11,2,2,14.5,15.0,15.0,15.0,2.45109649122807,0.6013157894736842,12.5,57.61206140350877,3.3019607843137257,1.9649122807017543,1.4348039215686275,8.666666666666666,3.6666666666666665,14
2017-04-11,2,3,20.0,20.333333333333332,20.333333333333332,20.333333333333332,2.408850408850409,0.5911495911495912,13.0,47.44420394420394,3.2037037037037037,1.984848484848485,1.4153439153439153,11.0,7.666666666666667,11
2017-04-11,2,4,17.5,20.333333333333332,20.333333333333332,20.333333333333332,2.649069884364002,0.40078766549354783,12.5,44.10189374895257,2.4048202614379086,1.9362326127032008,1.3080065359477124,11.0,8.666666666666666,17
2017-04-11,2,5,23.0,22.333333333333332,22.333333333333332,22.333333333333332,2.6089466089466087,0.5382395382395383,13.4,44.461580086580085,0.34722222222222227,1.9696969696969697,0.6865079365079364,11.0,8.666666666666666,18
2017-04-12,3,0,14.5,13.0,13.0,13.0,2.7121212121212124,0.44343434343434346,13.0,40.51784511784512,0.38855218855218854,1.888888888888889,0.6737373737373736,8.666666666666666,4.333333333333333,9
2017-04-12,3,1,6.5,7.0,7.0,7.0,2.3666666666666667,0.6333333333333333,9.0,48.10833333333333,2.766666666666667,1.9583333333333333,1.1559523809523808,4.333333333333333,2.6666666666666665,5
2017-04-12,3,2,11.5,14.333333333333334,14.333333333333334,14.333333333333334,2.5867724867724866,0.47407407407407404,7.0,44.23333333333333,3.360582010582011,2.0,1.525925925925926,10.666666666666666,3.0,18
2017-04-12,3,3,19.0,18.666666666666668,18.666666666666668,18.666666666666668,2.5521319638966697,0.5373482726423903,10.666666666666666,49.10939931528167,4.19234360410831,1.9814814814814816,1.4724556489262373,11.666666666666666,5.666666666666667,15
2017-04-12,3,4,25.5,25.666666666666668,25.666666666666668,25.666666666666668,2.5876923076923077,0.5169230769230769,11.75,48.1574358974359,3.7477777777777774,1.948717948717949,1.261111111111111,14.666666666666666,10.333333333333334,24
2017-04-12,3,5,27.0,26.333333333333332,26.333333333333332,26.333333333333332,2.57625,0.5632575757575758,14.2,46.679204545454546,1.7537373737373736,1.9791666666666667,0.6153535353535353,16.666666666666668,7.333333333333333,23
2017-04-13,4,0,16.5,16.0,16.0,16.0,2.4970085470085466,0.5918803418803419,16.0,45.22393162393163,1.6851851851851851,1.9188034188034189,0.7619047619047619,10.666666666666666,4.666666666666667,10
2017-04-13,4,1,5.5,6.333333333333333,6.333333333333333,6.333333333333333,2.7453703703703702,0.4861111111111111,10.0,49.64814814814815,3.6666666666666665,1.962962962962963,1.375,5.333333333333333,0.6666666666666666,9
2017-04-13,4,2,16.5,16.0,16.0,16.0,2.42962962962963,0.5962962962962962,9.5,57.300000000000004,3.2597222222222224,1.962962962962963,1.4152777777777779,9.666666666666666,4.0,10
2017-04-13,4,3,20.0,18.0,18.0,18.0,2.4365079365079363,0.6626984126984127,9.666666666666666,46.3015873015873,3.376984126984127,2.0,1.3373015873015872,8.0,8.0,18
2017-04-13,4,4,23.0,25.0,25.0,25.0,2.613262599469496,0.48404067197170647,11.75,43.73735632183908,2.7584586466165413,1.9461980548187443,1.3649749373433584,13.333333333333334,9.666666666666666,25
2017-04-13,4,5,24.0,24.0,24.0,24.0,2.5917107583774253,0.5895061728395062,14.4,42.368165784832456,2.3630952380952386,1.9228395061728396,1.125,14.0,9.0,27
2017-04-14,5,0,10.5,11.333333333333334,11.333333333333334,11.333333333333334,2.393874643874644,0.5918803418803419,11.333333333333334,45.13817663817664,2.2962962962962963,1.948717948717949,1.154040404040404,7.333333333333333,3.0,16
2017-04-14,5,1,8.0,6.666666666666667,6.666666666666667,6.666666666666667,2.775757575757576,0.5121212121212121,16.0,54.224242424242426,2.687878787878788,2.0,1.487878787878788,5.333333333333333,1.0,8
2017-04-14,5,2,17.5,18.0,18.0,18.0,2.5651874785001723,0.4730535489049421,12.0,48.56507281275083,3.1777605779153766,1.962962962962963,1.5431501547987618,8.666666666666666,7.0,16
2017-04-14,5,3,21.0,20.666666666666668,20.666666666666668,20.666666666666668,2.6824074074074074,0.39351851851851855,13.333333333333334,46.19814814814814,3.1549019607843136,1.9537037037037035,1.6323529411764703,10.0,8.666666666666666,21
2017-04-14,5,4,21.0,22.666666666666668,22.666666666666668,22.666666666666668,2.482925541277944,0.56193158481488,15.25,44.49495394003403,3.408628408628409,1.9534706331045004,1.4086284086284087,10.333333333333334,11.666666666666666,11
2017-04-14,5,5,27.0,23.333333333333332,23.333333333333332,23.333333333333332,2.703833567087424,0.5018700327255727,14.4,38.717917251051894,2.757575757575758,1.9646739130434783,1.1316389703486476,11.333333333333334,11.333333333333334,27
2017-04-15,6,0,21.0,19.333333333333332,19.333333333333332,19.333333333333332,2.5140151515151516,0.6382575757575758,19.333333333333332,43.72992424242424,2.7464114832535884,1.9833333333333334,1.053628389154705,11.0,8.0,27
2017-04-15,6,1,5.5,6.0,6.0,6.0,2.288888888888889,0.8222222222222223,27.0,45.1936507936508,3.4904761904761905,2.0,1.1777777777777778,4.0,1.6666666666666667,6
2017-04-15,6,2,18.0,17.0,17.0,17.0,2.381818181818182,0.5906204906204907,16.5,47.76839826839827,3.041269841269841,1.8673881673881674,1.3714285714285712,10.666666666666666,5.0,15
2017-04-15,6,3,21.0,24.666666666666668,24.666666666666668,24.666666666666668,2.7045454545454546,0.5327651515151516,16.0,48.77443181818182,3.0068181818181814,2.0,1.4672348484848483,14.333333333333334,8.333333333333334,19
2017-04-15,6,4,22.0,21.666666666666668,21.666666666666668,21.666666666666668,2.5293305728088336,0.6052449965493444,16.75,42.18012422360248,3.240191387559809,1.9378881987577639,1.420653907496013,11.666666666666666,8.0,26
2017-04-15,6,5,27.5,25.333333333333332,25.333333333333332,25.333333333333332,2.5787301587301585,0.5158730158730159,18.6,48.08253968253968,3.2718518518518516,1.9523809523809526,1.5185185185185184,13.0,10.0,22
2017-04-16,0,0,15.0,14.666666666666666,14.666666666666666,14.666666666666666,2.582010582010582,0.544973544973545,14.666666666666666,41.58465608465608,3.675613275613276,1.9166666666666667,1.4910533910533907,7.666666666666667,5.666666666666667,20
2017-04-16,0,1,7.0,7.333333333333333,7.333333333333333,7.333333333333333,2.5,0.5,20.0,53.285714285714285,3.1726190476190474,2.0,1.5,5.666666666666667,1.3333333333333333,6
2017-04-16,0,2,17.5,20.0,20.0,20.0,2.3516550116550117,0.6162237762237762,13.0,49.43417249417249,3.356011396011396,1.9393939393939394,1.4107122507122505,12.666666666666666,6.0,18
2017-04-16,0,3,21.5,21.666666666666668,21.666666666666668,21.666666666666668,2.4234519104084318,0.6490118577075098,14.666666666666666,43.71679841897233,4.176962012875325,1.8755599472990776,1.3991842350975479,10.666666666666666,10.333333333333334,17
2017-04-16,0,4,28.5,24.666666666666668,24.666666666666668,24.666666666666668,2.5152505446623095,0.5506954918719625,15.25,39.35646053293112,4.372412854030501,1.9362326127032008,1.4786220043572984,10.0,12.666666666666666,24
2017-04-16,0,5,20.5,21.666666666666668,21.666666666666668,21.666666666666668,2.2293650793650794,0.7976190476190476,17.0,48.98095238095238,3.35515873015873,1.9666666666666668,1.1798941798941798,15.333333333333334,5.666666666666667,24
2017-04-17,1,0,17.0,18.333333333333332,18.333333333333332,18.333333333333332,2.4118629908103593,0.6913951545530493,18.333333333333332,48.90659983291562,3.453373819163293,1.9396825396825397,1.3262483130904184,10.666666666666666,6.0,22
2017-04-17,1,1,5.0,6.666666666666667,6.666666666666667,6.666666666666667,2.558333333333333,0.525,22.0,44.1,3.6157407407407405,1.9000000000000001,1.4583333333333333,4.0,2.6666666666666665,2
2017-04-17,1,2,24.0,23.333333333333332,23.333333333333332,23.333333333333332,2.4518050065876156,0.6058234519104084,12.0,50.590724637681156,2.56978354978355,1.8188405797101448,1.2927272727272727,14.333333333333334,7.333333333333333,11
2017-04-17,1,3,15.5,16.666666666666668,16.666666666666668,16.666666666666668,2.5380116959064325,0.6154970760233919,11.666666666666666,44.14912280701754,3.6549707602339176,1.824561403508772,1.3305218173639226,8.666666666666666,7.333333333333333,19
2017-04-17,1,4,18.5,22.0,22.0,22.0,2.3932048681541582,0.6741717376605815,13.5,40.660919540229884,4.090896358543417,1.988505747126437,1.261624649859944,11.666666666666666,10.0,22
2017-04-17,1,5,25.5,27.0,27.0,27.0,2.52957264957265,0.5945299145299145,15.2,39.734358974358976,2.442857142857143,1.9516239316239314,1.0077777777777779,13.0,12.666666666666666,21
2017-04-18,2,0,16.0,11.75,11.75,11.75,2.6203431372549018,0.5468137254901961,11.75,44.57211134453782,1.7647664835164836,1.9666666666666668,0.7457579185520362,7.25,2.75,13
2017-04-18,2,1,11.0,10.25,10.25,10.25,2.7333603896103895,0.47362012987012986,13.0,47.04626623376623,2.9650974025974026,2.0,1.1099837662337662,7.0,2.5,4
2017-04-18,2,2,16.5,14.75,14.75,14.75,2.481179511278196,0.5581296992481203,8.5,54.47690319548872,3.4228991596638654,1.9736842105263157,1.4689600840336134,8.75,4.0,16
2017-04-18,2,3,16.5,18.0,18.0,18.0,2.374819624819625,0.6251803751803752,11.0,50.53769841269841,3.0527777777777776,1.9659090909090908,1.3865079365079365,9.5,7.25,22
2017-04-18,2,4,17.5,19.5,19.5,19.5,2.6338612368024132,0.41823780794369025,13.75,42.92936148818502,2.4065563725490193,1.9521744595274007,1.3339460784313726,10.5,8.5,23
2017-04-18,2,5,21.0,21.25,21.25,21.25,2.678932178932179,0.5147907647907648,15.6,42.040629509379514,0.8993055555555556,1.9494949494949494,0.8972338935574229,10.0,9.25,30
2017-04-19,3,0,10.0,12.0,12.0,12.0,2.7285353535353534,0.4436868686868687,12.0,39.58282828282828,1.1664141414141413,1.8888888888888888,0.9115530303030304,7.75,4.0,16
2017-04-19,3,1,5.0,6.5,6.5,6.5,2.275,0.675,16.0,48.98125,3.075,1.91875,1.1794642857142856,4.0,2.25,9
2017-04-19,3,2,16.0,15.25,15.25,15.25,2.5095238095238095,0.5222222222222221,12.5,44.88333333333333,3.461612978524743,1.9861111111111112,1.4826797385620916,10.0,4.5,10
2017-04-19,3,3,16.0,17.75,17.75,17.75,2.5140989729225023,0.5696778711484594,11.666666666666666,49.84871615312792,4.2442577030812325,1.9861111111111112,1.4376750700280112,11.75,5.0,23
2017-04-19,3,4,24.5,25.25,25.25,25.25,2.524102564102564,0.5856089743589743,14.5,48.89932692307693,4.028224637681159,1.951121794871795,1.2501811594202898,15.0,9.5,30
2017-04-19,3,5,27.5,25.5,25.5,25.5,2.530013586956522,0.5963562252964427,17.6,44.87896862648221,2.5084848484848483,1.9735054347826086,0.791060606060606,14.5,9.0,20
2017-04-20,4,0,11.5,14.5,14.5,14.5,2.57275641025641,0.5939102564102564,14.5,44.217948717948715,2.4138888888888888,1.939102564102564,0.9214285714285714,9.75,4.25,10
2017-04-20,4,1,5.5,7.0,7.0,7.0,2.6979166666666665,0.4756944444444444,10.0,49.81944444444444,3.611111111111111,1.9722222222222223,1.4201388888888888,5.75,1.0,4
2017-04-20,4,2,12.5,14.5,14.5,14.5,2.4972222222222222,0.5722222222222222,7.0,56.025,3.1197916666666665,1.9722222222222223,1.4364583333333334,8.75,3.25,16
2017-04-20,4,3,15.0,18.0,18.0,18.0,2.4523809523809526,0.6359126984126984,10.0,47.420634920634924,3.5049603174603177,2.0,1.3640873015873014,8.0,8.0,13
2017-04-20,4,4,25.5,25.0,25.0,25.0,2.6699469496021218,0.44303050397877985,10.75,43.78301724137931,3.028843984962406,1.9596485411140583,1.443731203007519,13.0,9.5,21
2017-04-20,4,5,24.0,24.75,24.75,24.75,2.490079365079365,0.6458333333333333,12.8,40.87797619047619,2.818617724867725,1.9421296296296298,1.1400462962962963,11.75,11.75,26
2017-04-21,5,0,12.5,12.5,12.5,12.5,2.529780982905983,0.5220352564102564,12.5,42.97863247863248,2.7690972222222223,1.9615384615384617,1.287405303030303,7.75,3.75,23
2017-04-21,5,1,6.5,7.0,7.0,7.0,2.800568181818182,0.4465909090909091,23.0,51.79318181818182,2.922159090909091,2.0,1.553409090909091,5.25,1.25,8
2017-04-21,5,2,16.5,17.5,17.5,17.5,2.564515608875129,0.4641651616787066,15.5,49.56442960956312,3.3989454334365323,1.9722222222222223,1.5479876160990713,8.75,6.75,8
2017-04-21,5,3,19.5,20.75,20.75,20.75,2.6665674603174603,0.44990079365079366,13.0,48.9343253968254,3.4733193277310925,1.9652777777777777,1.58140756302521,10.5,8.75,14
2017-04-21,5,4,17.0,19.75,19.75,19.75,2.6121941559584583,0.5350850522475237,13.25,42.75757909138916,3.6246531246531246,1.9651029748283753,1.442834942834943,9.0,10.0,27
